File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
1205017,05/03/2012,2012,5,2000 BLOCK,E Michigan Av,05/03/2012,Weeds/Grass,Owner Abated,05/11/2012,Not Available,false,0,"2000 E Michigan Av
Urbana, IL
(40.10177, -88.18202)"
20-000833,05/21/2020,2020,5,1000 Block,North Busey Avenue,05/21/2020,Weeds/Grass,Voluntarily Complied,11/17/2020,Phone,false,0,"1000 North Busey Avenue
Urbana, IL
(40.12128, -88.21697)"
311005,11/04/2003,2003,11,800 BLOCK,W Main St,,Municipal Waste,City Abated,,Not Available,false,0,"800 W Main St
Urbana, IL
(40.11434, -88.21759)"
307011,07/07/2003,2003,7,2300 BLOCK,E Main St,,Weeds/Grass,City Abated,,Not Available,false,0,"2300 E Main St
Urbana, IL
(40.11299, -88.17826)"
1708043,08/30/2017,2017,8,1100 BLOCK,S Lincoln Av,08/30/2017,Municipal Waste,Owner Abated,09/07/2017,Not Available,false,0,"1100 S Lincoln Av
Urbana, IL
(40.10365, -88.2192)"
606058,06/21/2006,2006,6,900 BLOCK,W Main St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 W Main St
Urbana, IL
(40.11451, -88.21954)"
901012,01/06/2009,2009,1,500 BLOCK,E Washington St,01/07/2009,Weeds/Grass,Owner Abated,01/15/2009,Not Available,false,0,"500 E Washington St
Urbana, IL
(40.10566, -88.20225)"
22-002633,08/16/2022,2022,8,700 Block,West Illinois Street,08/16/2022,Municipal Waste,Voluntarily Complied,08/24/2022,Phone,false,0,"700 West Illinois Street
Urbana, IL
(40.10914, -88.21629)"
712006,12/10/2007,2007,12,200 BLOCK,Crystal Lake Dr,12/11/2007,Municipal Waste,Owner Abated,12/19/2007,Not Available,false,0,"200 Crystal Lake Dr
Urbana, IL
(40.11888, -88.20569)"
803021,03/27/2008,2008,3,1000 BLOCK,S Austin Dr,03/28/2008,Municipal Waste,Owner Abated,04/05/2008,Not Available,false,0,"1000 S Austin Dr
Urbana, IL
(40.10475, -88.18756)"
306012,06/02/2003,2003,6,1400 BLOCK,W Beech St,,Weeds/Grass,Invalid,,Not Available,false,0,"1400 W Beech St
Urbana, IL
(40.12217, -88.22734)"
706052,06/18/2007,2007,6,800 BLOCK,S Poplar St,06/19/2007,Weeds/Grass,City Abated,06/27/2007,Not Available,false,0,"800 S Poplar St
Urbana, IL
(40.10664, -88.1945)"
1109029,09/13/2011,2011,9,1500 BLOCK,S Curtiss Dr,09/14/2011,Municipal Waste,Owner Abated,09/22/2011,Not Available,false,0,"1500 S Curtiss Dr
Urbana, IL
(40.1009, -88.18461)"
908018,08/10/2009,2009,8,1400 BLOCK,S Lincoln Av,08/11/2009,Weeds/Grass,Owner Abated,08/19/2009,Not Available,false,0,"1400 S Lincoln Av
Urbana, IL
(40.10051, -88.21913)"
1107008,07/07/2011,2011,7,2200 BLOCK,Lantern Hill Dr,07/07/2011,Municipal Waste,Owner Abated,07/15/2011,Not Available,false,0,"2200 Lantern Hill Dr
Urbana, IL
(40.10436, -88.17921)"
1205091,05/17/2012,2012,5,400 BLOCK,S Grove St,05/17/2012,Weeds/Grass,Owner Abated,05/25/2012,Not Available,false,0,"400 S Grove St
Urbana, IL
(40.10987, -88.20135)"
806025,06/09/2008,2008,6,1400 BLOCK,Adams St,06/10/2008,Weeds/Grass,Owner Abated,06/18/2008,Not Available,false,0,"1400 Adams St
Urbana, IL
(40.09948, -88.18815)"
302040,02/21/2003,2003,2,1400 BLOCK,S Wiley Dr,,Municipal Waste,Owner Abated,,Not Available,false,0,"1400 S Wiley Dr
Urbana, IL
(40.10057, -88.19777)"
1707013,07/13/2017,2017,7,500 BLOCK,W High St,07/13/2017,Weeds/Grass,Owner Abated,07/21/2017,Not Available,false,0,"500 W High St
Urbana, IL
(40.10987, -88.21333)"
24-003320,10/22/2024,2024,10,700 Block,West Green Street,,,,,Internet,true,0,"700 West Green Street
Urbana, IL
(40.11064, -88.21617)"
1405025,05/13/2014,2014,5,800 BLOCK,W Iowa St,05/13/2014,Weeds/Grass,Owner Abated,05/21/2014,Not Available,false,0,"800 W Iowa St
Urbana, IL
(40.10466, -88.21781)"
504012,04/04/2005,2005,4,1500 BLOCK,Curtiss Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1500 Curtiss Dr
Urbana, IL
(40.1009, -88.18461)"
506009,06/03/2005,2005,6,900 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,false,0,"900 S Cottage Grove
Urbana, IL
(40.10555, -88.19566)"
1205118,05/29/2012,2012,5,800 BLOCK,W Hill Str,05/30/2012,Municipal Waste,Owner Abated,06/07/2012,Not Available,false,0,"800 W Hill Str
Urbana, IL
(40.11919, -88.21711)"
610006,10/04/2006,2006,10,1500 BLOCK,N Carver Dr,,Weeds/Grass,City Abated,,Not Available,false,0,"1500 N Carver Dr
Urbana, IL
(40.12639, -88.22857)"
1007048,07/22/2010,2010,7,600 BLOCK,E Main St,07/23/2010,Weeds/Grass,Owner Abated,07/31/2010,Not Available,false,0,"600 E Main St
Urbana, IL
(40.11286, -88.20171)"
610034,10/31/2006,2006,10,300 BLOCK,E Kerr Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"300 E Kerr Av
Urbana, IL
(40.12198, -88.20512)"
21-001049,05/20/2021,2021,5,1900 Block,East Galena Street,05/20/2021,Weeds/Grass,City Abated,09/28/2021,Phone,false,382.5,"1900 East Galena Street
Urbana, IL
(40.08142, -88.18359)"
708045,08/13/2007,2007,8,1600 BLOCK,Ivanhoe Way,08/14/2007,Weeds/Grass,Owner Abated,08/22/2007,Not Available,false,0,"1600 Ivanhoe Way
Urbana, IL
(40.10221, -88.18862)"
19-001280,06/25/2019,2019,6,2100 Block,"East ""Country Squire"" Drive",06/25/2019,Municipal Waste,Voluntarily Complied,07/03/2019,Phone,false,0,"2100 East Country Squire Drive
Urbana, IL
(40.10247, -88.18123)"
17-000334,11/08/2017,2017,11,100 Block,E Kerr Avenue,11/08/2017,Weeds/Grass,Voluntarily Complied,11/16/2017,Phone,false,0,"100 E Kerr Avenue
Urbana, IL
(40.12195, -88.20744)"
1412007,12/11/2014,2014,12,700 BLOCK,W Illinois St,12/11/2014,Municipal Waste,Owner Abated,12/19/2014,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10914, -88.21629)"
808048,08/19/2008,2008,8,200 BLOCK,N Gregory St,08/20/2008,Municipal Waste,City Abated,08/28/2008,Not Available,false,0,"200 N Gregory St
Urbana, IL
(40.11373, -88.22067)"
1505111,05/28/2015,2015,5,800 BLOCK,E Oregon St,05/28/2015,Weeds/Grass,Owner Abated,06/05/2015,Not Available,false,0,"800 E Oregon St
Urbana, IL
(40.10772, -88.19889)"
18-000552,05/22/2018,2018,5,900 Block,North Linview Avenue,05/22/2018,Weeds/Grass,,07/02/2018,City Staff Reported,false,119,"900 North Linview Avenue
Urbana, IL
(40.12022, -88.21814)"
1209027,09/13/2012,2012,9,500 BLOCK,S Urbana Av,09/13/2012,Weeds/Grass,Owner Abated,09/21/2012,Not Available,false,0,"500 S Urbana Av
Urbana, IL
(40.10918, -88.20368)"
1205084,05/14/2012,2012,5,700 BLOCK,W Green St,05/15/2012,Weeds/Grass,Owner Abated,05/23/2012,Not Available,false,0,"700 W Green St
Urbana, IL
(40.11064, -88.21617)"
21-002357,10/05/2021,2021,10,1400 Block,"South ""Cottage Grove"" Avenue",10/05/2021,Weeds/Grass,Voluntarily Complied,10/13/2021,Phone,false,0,"1400 South Cottage Grove Avenue
Urbana, IL
(40.10072, -88.19556)"
406064,06/28/2004,2004,6,1800 BLOCK,S Philo Rd,,Weeds/Grass,City Abated,,Not Available,false,0,"1800 S Philo Rd
Urbana, IL
(40.09641, -88.19067)"
22-001706,06/08/2022,2022,6,200 Block,North Coler Avenue,06/08/2022,Municipal Waste,Voluntarily Complied,06/16/2022,Phone,false,0,"200 North Coler Avenue
Urbana, IL
(40.11329, -88.21597)"
808073,08/27/2008,2008,8,2000 BLOCK,S Philo Rd,08/27/2008,Municipal Waste,Owner Abated,09/05/2008,Not Available,false,0,"2000 S Philo Rd
Urbana, IL
(40.09372, -88.19065)"
705008,05/02/2007,2007,5,200 BLOCK,S Poplar St,,Municipal Waste,Invalid,,Not Available,false,0,"200 S Poplar St
Urbana, IL
(40.11128, -88.19449)"
22-001167,05/12/2022,2022,5,2200 Block,South Philo Road,05/12/2022,Weeds/Grass,Voluntarily Complied,05/23/2022,Phone,false,0,"2200 South Philo Road
Urbana, IL
(40.08835, -88.19063)"
805060,05/19/2008,2008,5,1500 BLOCK,S Curtiss Dr,05/20/2008,Weeds/Grass,City Abated,05/28/2008,Not Available,false,0,"1500 S Curtiss Dr
Urbana, IL
(40.1009, -88.18461)"
1507031,07/20/2015,2015,7,1200 BLOCK,W Beslin St,07/20/2015,Weeds/Grass,City Abated,07/28/2015,Not Available,false,0,"1200 W Beslin St
Urbana, IL
(40.12029, -88.22429)"
1010014,10/07/2010,2010,10,1200 BLOCK,S Anderson St,10/08/2010,Weeds/Grass,Owner Abated,10/16/2010,Not Available,false,0,"1200 S Anderson St
Urbana, IL
(40.10289, -88.20013)"
1505118,05/29/2015,2015,5,1900 BLOCK,E Florida Av,05/29/2015,Weeds/Grass,Owner Abated,06/06/2015,Not Available,false,0,"1900 E Florida Av
Urbana, IL
(40.09879, -88.18341)"
510035,10/19/2005,2005,10,2300 BLOCK,Rainbow View,,Weeds/Grass,Owner Abated,,Not Available,false,0,"2300 Rainbow View
Urbana, IL
(40.10401, -88.17677)"
22-001073,05/10/2022,2022,5,1000 Block,West Hill Street,05/10/2022,Weeds/Grass,Voluntarily Complied,05/18/2022,Phone,false,0,"1000 West Hill Street
Urbana, IL
(40.1192, -88.22122)"
1408087,08/25/2014,2014,8,300 BLOCK,W California Av,08/25/2014,Weeds/Grass,Owner Abated,09/02/2014,Not Available,false,0,"300 W California Av
Urbana, IL
(40.10837, -88.21049)"
24-002377,08/01/2024,2024,8,1200 Block,East Windsor Road,08/01/2024,Weeds/Grass,City Abated,09/24/2024,Phone,false,2105,"1200 East Windsor Road
Urbana, IL
(40.08381, -88.19171)"
18-000587,05/30/2018,2018,5,800 Block,W Pennsylvania Avenue,05/30/2018,Weeds/Grass,Voluntarily Complied,06/07/2018,Phone,false,0,"800 W Pennsylvania Avenue
Urbana, IL
(40.10066, -88.21776)"
605049,05/09/2006,2006,5,1300 BLOCK,W Hill St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1300 W Hill St
Urbana, IL
(40.11933, -88.22588)"
610012,10/12/2006,2006,10,1100 BLOCK,S Busey Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1100 S Busey Av
Urbana, IL
(40.10357, -88.21762)"
708018,08/07/2007,2007,8,700 BLOCK,W Ohio St,08/08/2007,Municipal Waste,Owner Abated,08/16/2007,Not Available,false,0,"700 W Ohio St
Urbana, IL
(40.10371, -88.21712)"
23-001021,04/25/2023,2023,4,1400 Block,South Vine Street,04/25/2023,Weeds/Grass,Voluntarily Complied,07/10/2023,Phone,false,177.5,"1400 South Vine Street
Urbana, IL
(40.10064, -88.20495)"
1406037,06/13/2014,2014,6,700 BLOCK,W Sunset Dr,06/13/2014,Municipal Waste,Owner Abated,06/21/2014,Not Available,false,0,"700 W Sunset Dr
Urbana, IL
(40.1237, -88.21597)"
612022,12/19/2006,2006,12,700 BLOCK,W Oregon St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W Oregon St
Urbana, IL
(40.10746, -88.2162)"
20-002494,12/17/2020,2020,12,1200 Block,North Goodwin Avenue,12/17/2020,Municipal Waste,Voluntarily Complied,12/28/2020,Phone,false,0,"1200 North Goodwin Avenue
Urbana, IL
(40.12327, -88.22417)"
1708024,08/17/2017,2017,8,500 BLOCK,W Illinois St,08/17/2017,Municipal Waste,Owner Abated,08/25/2017,Not Available,false,0,"500 W Illinois St
Urbana, IL
(40.10917, -88.21332)"
1501005,01/09/2015,2015,1,1900 BLOCK,S Philo Rd,01/09/2015,Snow Removal,Owner Abated,01/10/2015,Not Available,false,0,"1900 S Philo Rd
Urbana, IL
(40.09426, -88.19066)"
710018,10/04/2007,2007,10,1100 BLOCK,W Hill St,10/04/2007,Municipal Waste,Owner Abated,10/12/2007,Not Available,false,0,"1100 W Hill St
Urbana, IL
(40.1192, -88.22193)"
18-000919,08/28/2018,2018,8,800 Block,North Coler Avenue,08/28/2018,Weeds/Grass,City Abated,10/31/2018,Phone,false,138.5,"800 North Coler Avenue
Urbana, IL
(40.1193, -88.21573)"
22-001055,05/09/2022,2022,5,1000 Block,South Lynn Street,05/09/2022,Municipal Waste,Voluntarily Complied,05/31/2022,Phone,false,0,"1000 South Lynn Street
Urbana, IL
(40.10391, -88.19786)"
1701009,01/20/2017,2017,1,2000 BLOCK,S Cottage Grove Av,01/20/2017,Municipal Waste,Owner Abated,01/28/2017,Not Available,false,0,"2000 S Cottage Grove Av
Urbana, IL
(40.09377, -88.19485)"
902037,02/24/2009,2009,2,200 BLOCK,W Pennsylvania Av,02/25/2009,Weeds/Grass,Owner Abated,03/05/2009,Not Available,false,0,"200 W Pennsylvania Av
Urbana, IL
(40.10072, -88.20978)"
23-001147,05/09/2023,2023,5,1000 Block,East Florida Avenue,05/09/2023,Weeds/Grass,Voluntarily Complied,05/19/2023,Phone,false,0,"1000 East Florida Avenue
Urbana, IL
(40.09838, -88.19587)"
1604006,04/13/2016,2016,4,1900 BLOCK,E Vermont Av,04/13/2016,Weeds/Grass,Owner Abated,04/21/2016,Not Available,false,0,"1900 E Vermont Av
Urbana, IL
(40.10103, -88.18444)"
1006111,06/21/2010,2010,6,2200 BLOCK,Easy St,06/22/2010,Municipal Waste,Owner Abated,06/30/2010,Not Available,false,0,"2200 Easy St
Urbana, IL
(40.1049, -88.17951)"
1606028,06/07/2016,2016,6,800 BLOCK,W Oregon St,06/07/2016,Weeds/Grass,City Abated,06/15/2016,Not Available,false,0,"800 W Oregon St
Urbana, IL
(40.10743, -88.21786)"
24-001352,05/13/2024,2024,5,700 Block,West Illinois Street,05/13/2024,Weeds/Grass,Voluntarily Complied,05/28/2024,Phone,false,0,"700 West Illinois Street
Urbana, IL
(40.10914, -88.21629)"
811010,11/13/2008,2008,11,1400 BLOCK,W Eads St,11/13/2008,Weeds/Grass,Owner Abated,11/21/2008,Not Available,false,0,"1400 W Eads St
Urbana, IL
(40.12311, -88.22736)"
23-002732,09/14/2023,2023,9,2000 Block,East Washington Street,09/14/2023,Weeds/Grass,City Abated,02/21/2024,Phone,false,252.5,"2000 East Washington Street
Urbana, IL
(40.10569, -88.18324)"
607009,07/11/2006,2006,7,500 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,false,0,"500 W Elm St
Urbana, IL
(40.11153, -88.21336)"
1411003,11/12/2014,2014,11,600 BLOCK,Burkwood Ct E,11/12/2014,Municipal Waste,City Abated,11/20/2014,Not Available,false,0,"600 Burkwood Ct E
Urbana, IL
(40.09652, -88.19971)"
1207045,07/23/2012,2012,7,2000 BLOCK,S Philo Rd,07/24/2012,Municipal Waste,Owner Abated,08/01/2012,Not Available,false,0,"2000 S Philo Rd
Urbana, IL
(40.09372, -88.19065)"
501002,01/03/2005,2005,1,2400 BLOCK,S Provine Cr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"2400 S Provine Cr
Urbana, IL
(40.08575, -88.20293)"
20-000687,05/06/2020,2020,5,100 Block,North Webber Street,05/06/2020,Weeds/Grass,Voluntarily Complied,05/14/2020,Phone,false,0,"100 North Webber Street
Urbana, IL
(40.11312, -88.19921)"
811015,11/24/2008,2008,11,900 BLOCK,E Main St,11/25/2008,Municipal Waste,Owner Abated,12/03/2008,Not Available,false,0,"900 E Main St
Urbana, IL
(40.11298, -88.19766)"
508073,08/17/2005,2005,8,500 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"500 W Illinois St
Urbana, IL
(40.10917, -88.21332)"
21-001799,08/10/2021,2021,8,700 Block,West Illinois Street,08/10/2021,Municipal Waste,Voluntarily Complied,08/18/2021,Phone,false,0,"700 West Illinois Street
Urbana, IL
(40.10914, -88.21629)"
22-002180,07/05/2022,2022,7,400 Block,East High Street,,,City Abated,07/06/2022,Internet,true,0,"400 East High Street
Urbana, IL
(40.11, -88.20331)"
906061,06/29/2009,2009,6,2000 BLOCK,E Michigan Av,06/30/2009,Weeds/Grass,Owner Abated,07/08/2009,Not Available,false,0,"2000 E Michigan Av
Urbana, IL
(40.10177, -88.18202)"
24-001304,05/09/2024,2024,5,100 Block,North Gregory Street,05/09/2024,Municipal Waste,Voluntarily Complied,05/17/2024,Phone,false,0,"100 North Gregory Street
Urbana, IL
(40.1127, -88.22064)"
24-002550,08/15/2024,2024,8,500 Block,West Green Street,08/15/2024,Municipal Waste,City Abated,11/18/2024,Phone,false,720,"500 West Green Street
Urbana, IL
(40.11068, -88.21334)"
18-000608,06/04/2018,2018,6,100 Block,W McHenry Street,06/05/2018,Weeds/Grass,Voluntarily Complied,10/31/2018,Email,false,0,"100 W McHenry Street
Urbana, IL
(40.08696, -88.20729)"
1205066,05/10/2012,2012,5,800 BLOCK,S Maple St,05/10/2012,Weeds/Grass,Owner Abated,05/18/2012,Not Available,false,0,"800 S Maple St
Urbana, IL
(40.10593, -88.20244)"
1007078,07/28/2010,2010,7,1400 BLOCK,W Beslin St,07/28/2010,Weeds/Grass,City Abated,07/28/2010,Not Available,false,0,"1400 W Beslin St
Urbana, IL
(40.12028, -88.22731)"
806011,06/04/2008,2008,6,1300 BLOCK,S Philo Rd,06/04/2008,Municipal Waste,Owner Abated,06/13/2008,Not Available,false,0,"1300 S Philo Rd
Urbana, IL
(40.10152, -88.19076)"
605004,05/02/2006,2006,5,900 BLOCK,W Stoughton St,,Municipal Waste,Owner Abated,,Not Available,false,0,"900 W Stoughton St
Urbana, IL
(40.11361, -88.21956)"
23-001142,05/08/2023,2023,5,2200 Block,South Pond Street,05/08/2023,Weeds/Grass,Voluntarily Complied,05/16/2023,Phone,false,0,"2200 South Pond Street
Urbana, IL
(40.08976, -88.1938)"
301014,01/13/2003,2003,1,1200 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 E Michigan Av
Urbana, IL
(40.10146, -88.19324)"
19-002050,09/24/2019,2019,9,1000 Block,South Grant Place,09/24/2019,Weeds/Grass,Voluntarily Complied,10/02/2019,Phone,false,0,"1000 South Grant Place
Urbana, IL
(40.10414, -88.19455)"
1106024,06/07/2011,2011,6,2200 BLOCK,Stonebrook Ct,06/08/2011,Weeds/Grass,Owner Abated,06/16/2011,Not Available,false,0,"2200 Stonebrook Ct
Urbana, IL
(40.08933, -88.16406)"
1008070,08/24/2010,2010,8,400 BLOCK,W High St,,Weeds/Grass,Invalid,,Not Available,false,0,"400 W High St
Urbana, IL
(40.10989, -88.21193)"
19-002541,12/13/2019,2019,12,1300 Block,East Silver Street,,Municipal Waste,City Abated,12/19/2019,City Staff Reported,false,1098.32,"1300 East Silver Street
Urbana, IL
(40.09149, -88.19285)"
403007,03/08/2004,2004,3,600 BLOCK,S Poplar St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 S Poplar St
Urbana, IL
(40.10803, -88.19447)"
701029,01/31/2007,2007,1,700 BLOCK,E Washington St,01/31/2007,Weeds/Grass,City Abated,02/08/2007,Not Available,false,0,"700 E Washington St
Urbana, IL
(40.10567, -88.20004)"
905018,05/06/2009,2009,5,800 BLOCK,N Harvey St,05/06/2009,Weeds/Grass,Owner Abated,05/14/2009,Not Available,false,0,"800 N Harvey St
Urbana, IL
(40.11934, -88.22175)"
606005,06/02/2006,2006,6,1300 BLOCK,W Beech St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1300 W Beech St
Urbana, IL
(40.12217, -88.22593)"
704032,04/30/2007,2007,4,1100 BLOCK,Rainbow View Dr,05/01/2007,Weeds/Grass,Owner Abated,05/09/2007,Not Available,false,0,"1100 Rainbow View Dr
Urbana, IL
(40.10412, -88.18469)"
1106031,06/08/2011,2011,6,2000 BLOCK,Easy St,06/09/2011,Weeds/Grass,Owner Abated,06/17/2011,Not Available,false,0,"2000 Easy St
Urbana, IL
(40.10497, -88.1819)"
507008,07/06/2005,2005,7,1700 BLOCK,E Colorado Av,,Municipal Waste,Owner Abated,,Not Available,false,0,"1700 E Colorado Av
Urbana, IL
(40.09475, -88.18676)"
1205056,05/09/2012,2012,5,900 BLOCK,N Broadway Av,05/09/2012,Weeds/Grass,Owner Abated,05/17/2012,Not Available,false,0,"900 N Broadway Av
Urbana, IL
(40.12036, -88.20762)"
408064,08/23/2004,2004,8,700 BLOCK,W Fairview Ave,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W Fairview Ave
Urbana, IL
(40.12011, -88.21587)"
1507046,07/23/2015,2015,7,600 BLOCK,W Indiana Av,07/23/2015,Municipal Waste,Owner Abated,07/31/2015,Not Available,false,0,"600 W Indiana Av
Urbana, IL
(40.10282, -88.21458)"
608041,08/10/2006,2006,8,700 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W High St
Urbana, IL
(40.10983, -88.21617)"
1304001,04/01/2013,2013,4,1000 BLOCK,E Delaware Av.,04/01/2013,Municipal Waste,Owner Abated,04/09/2013,Not Available,false,0,"1000 E Delaware Av
Urbana, IL
(40.09922, -88.19588)"
23-001331,05/16/2023,2023,5,700 Block,West Green Street,05/16/2023,Weeds/Grass,Voluntarily Complied,05/24/2023,Phone,false,0,"700 West Green Street
Urbana, IL
(40.11064, -88.21617)"
1505018,05/06/2015,2015,5,1200 BLOCK,W Eads St,05/06/2015,Weeds/Grass,City Abated,05/14/2015,Not Available,false,0,"1200 W Eads St
Urbana, IL
(40.12313, -88.22435)"
305069,05/14/2003,2003,5,1200 BLOCK,W Eads,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1200 W Eads
Urbana, IL
(40.12313, -88.22435)"
23-003659,12/13/2023,2023,12,900 Block,South Busey Avenue,12/13/2023,Municipal Waste,Voluntarily Complied,12/21/2023,Phone,false,0,"900 South Busey Avenue
Urbana, IL
(40.1054, -88.21764)"
606077,06/27/2006,2006,6,500 BLOCK,S Coler Ave,,Municipal Waste,Invalid,,Not Available,false,0,"500 S Coler Ave
Urbana, IL
(40.109, -88.21599)"
812011,12/11/2008,2008,12,400 BLOCK,S Busey Av,12/12/2008,Municipal Waste,Owner Abated,12/20/2008,Not Available,false,0,"400 S Busey Av
Urbana, IL
(40.10967, -88.21772)"
22-003304,10/19/2022,2022,10,700 Block,West California Avenue,,Municipal Waste,Voluntarily Complied,12/28/2022,Phone,false,0,"700 West California Avenue
Urbana, IL
(40.1083, -88.21617)"
302031,02/13/2003,2003,2,200 BLOCK,B E Thompson,,Municipal Waste,Owner Abated,,Not Available,false,0,"200 B E Thompson
Urbana, IL
(40.12577, -88.20635)"
302010,02/04/2003,2003,2,700 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10914, -88.21629)"
21-001107,05/25/2021,2021,5,1400 Block,South Wiley Drive,05/25/2021,Weeds/Grass,Voluntarily Complied,06/02/2021,Phone,false,0,"1400 South Wiley Drive
Urbana, IL
(40.10057, -88.19777)"
1110031,10/26/2011,2011,10,1900 BLOCK,E Silver Hill Dr,10/27/2011,Weeds/Grass,Owner Abated,11/04/2011,Not Available,false,0,"1900 E Silver Hill Dr
Urbana, IL
(40.07829, -88.18273)"
502026,02/23/2005,2005,2,1200 BLOCK,E Lanore Dr,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 E Lanore Dr
Urbana, IL
(40.10157, -88.18653)"
1207004,07/03/2012,2012,7,1100 BLOCK,W Hill St,07/03/2012,Municipal Waste,Owner Abated,07/11/2012,Not Available,false,0,"1100 W Hill St
Urbana, IL
(40.1192, -88.22193)"
18-000711,07/02/2018,2018,7,1300 Block,S Busey Avenue,07/02/2018,Municipal Waste,Voluntarily Complied,10/31/2018,Phone,false,0,"1300 S Busey Avenue
Urbana, IL
(40.10176, -88.21759)"
308011,08/06/2003,2003,8,900 BLOCK,E University Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 E University Av
Urbana, IL
(40.11632, -88.19717)"
19-000933,05/17/2019,2019,5,2100 Block,South Burlison Drive,05/17/2019,Weeds/Grass,Voluntarily Complied,05/28/2019,Phone,false,0,"2100 South Burlison Drive
Urbana, IL
(40.09084, -88.20544)"
19-000726,05/02/2019,2019,5,1200 Block,North Mathews Avenue,05/02/2019,Weeds/Grass,Voluntarily Complied,05/10/2019,Phone,false,0,"1200 North Mathews Avenue
Urbana, IL
(40.12326, -88.22576)"
22-000419,03/02/2022,2022,3,100 Block,South Lynn Street,03/02/2022,Municipal Waste,Voluntarily Complied,03/10/2022,Phone,false,0,"100 South Lynn Street
Urbana, IL
(40.11284, -88.19784)"
